Company Name,Market Cap,Year,Quarter,Negative Sentiment Score,Positive Sentiment Score,Neutral Sentiment Score,Negative Sentiment Count,Positive Sentiment Count,Neutral Sentiment Count,Doc Sentiment Score,Symbol,Sector
CGI Inc,23721291945,2023,3,0.057080773,0.312566804,0.630352423,0.059471366,0.31277533,0.627753304,0.253303965,GIB,technology
IBEX Limited,347076960,2023,3,0.051173849,0.460800841,0.48802531,0.054744526,0.45620438,0.489051095,0.401459854,IBEX,technology
Infosys Limited,72623663240,2023,3,0.076205598,0.351126238,0.572668164,0.074550129,0.35218509,0.573264781,0.277634961,INFY,technology
Jack Henry & Associates Inc,11305144668,2023,3,0.069927365,0.257010103,0.673062532,0.074380165,0.258264463,0.667355372,0.183884298,JKHY,technology
Kyndryl Holdings Inc,3618162720,2023,3,0.048385373,0.463012096,0.488602532,0.054313099,0.453674121,0.49201278,0.399361022,KD,technology
Science Applications International Corp,6226154340,2023,3,0.0372595,0.326252995,0.636487505,0.037356322,0.327586207,0.635057471,0.290229885,SAIC,technology
"Broadridge Financial Solutions, Inc.",20941115490,2023,3,0.059152802,0.502529336,0.438317862,0.061124694,0.498777506,0.4400978,0.437652812,BR,technology
CACI International Inc,7436248875,2023,3,0.038335669,0.335448803,0.626215528,0.044843049,0.331838565,0.623318386,0.286995516,CACI,technology
Wipro Limited,25945651476,2023,3,0.061538552,0.371614382,0.566847066,0.065693431,0.364963504,0.569343066,0.299270073,WIT,technology
WNS (Holdings) Limited,3000621888,2023,3,0.077788124,0.331492976,0.5907189,0.079411765,0.329411765,0.591176471,0.25,WNS,technology
Algoma Steel Group Inc.,746725280,2023,3,0.106646147,0.192762914,0.700590939,0.107526882,0.197132616,0.695340502,0.089605735,ASTL,materials
Commercial Metals Company,6452426500,2023,3,0.095515972,0.368284316,0.536199712,0.100795756,0.363395225,0.535809019,0.262599469,CMC,materials
Schnitzer Steel Industries Inc,867400536,2023,3,0.0888829,0.39101328,0.52010382,0.09,0.39,0.52,0.3,SCHN,materials
The Clorox Company,18537396750,2023,3,0.089356689,0.248168859,0.662474452,0.095149254,0.248134328,0.656716418,0.152985075,CLX,consumer-staples
Coty Inc.,9355183002,2023,3,0.040757589,0.456034286,0.503208125,0.04206501,0.453154876,0.504780115,0.411089866,COTY,consumer-staples
Estee Lauder Companies Inc,53933622002,2023,3,0.244882714,0.477084741,0.278032545,0.248427673,0.471698113,0.279874214,0.22327044,EL,consumer-staples
ELF Beauty Inc,6494740560,2023,3,0.026556448,0.480932562,0.492510991,0.029661017,0.478813559,0.491525424,0.449152542,ELF,consumer-staples
Edgewell Personal Care Company,1876528578,2023,3,0.187950608,0.36086456,0.451184832,0.191082803,0.356687898,0.452229299,0.165605096,EPC,consumer-staples
Helen of Troy Limited,2941331770,2023,3,0.116155314,0.35548754,0.528357146,0.117525773,0.350515464,0.531958763,0.232989691,HELE,consumer-staples
The Procter & Gamble Company,3.57717E+11,2023,3,0.108323473,0.407921714,0.483754813,0.113207547,0.404612159,0.482180294,0.291404612,PG,consumer-staples
"Spectrum Brands Holdings, Inc.",3266008425,2023,3,0.188033554,0.264667078,0.547299368,0.187772926,0.266375546,0.545851528,0.07860262,SPB,consumer-staples
Autodesk Inc,43176926520,2023,3,0.085082712,0.255637335,0.659279952,0.089958159,0.255230126,0.654811715,0.165271967,ADSK,technology
"Agilysys, Inc.",1743415778,2023,3,0.082491308,0.35457025,0.562938443,0.083850932,0.347826087,0.568322981,0.263975155,AGYS,technology
American Software Inc,370705440,2023,3,0.164054841,0.228348113,0.607597046,0.162011173,0.223463687,0.61452514,0.061452514,AMSWA,technology
Digital Turbine Inc,894577880,2023,3,0.178733301,0.264879569,0.55638713,0.181184669,0.261324042,0.557491289,0.080139373,APPS,technology
Asana Inc,4412694122,2023,3,0.086529281,0.302267982,0.611202736,0.090128755,0.296137339,0.613733906,0.206008584,ASAN,technology
"CleanSpark, Inc.",558927520,2023,3,0.045668545,0.357835851,0.596495603,0.049180328,0.360655738,0.590163934,0.31147541,CLSK,technology
Salesforce.com Inc,2.03595E+11,2023,3,0.090332562,0.396373205,0.513294233,0.092929293,0.393939394,0.513131313,0.301010101,CRM,technology
Cerence Inc.,1020223321,2023,3,0.070073413,0.398707742,0.531218845,0.073929961,0.392996109,0.53307393,0.319066148,CRNC,technology
CommVault Systems Inc,3005616065,2023,3,0.119124476,0.27974319,0.601132334,0.119891008,0.280653951,0.599455041,0.160762943,CVLT,technology
"Sprinklr, Inc.",3824475541,2023,3,0.058743551,0.30319392,0.638062529,0.05982906,0.301282051,0.638888889,0.241452991,CXM,technology
DocuSign Inc,9707737254,2023,3,0.082411122,0.337753688,0.579835189,0.083333333,0.34009009,0.576576577,0.256756757,DOCU,technology
"Domo, Inc.",598509673,2023,3,0.11737289,0.39403745,0.48858966,0.117424242,0.397727273,0.484848485,0.28030303,DOMO,technology
The Descartes Systems Group Inc.,6196230740,2023,3,0.14480805,0.326613117,0.528578833,0.146258503,0.326530612,0.527210884,0.180272109,DSGX,technology
Dynatrace Holdings LLC,13593829200,2023,3,0.078443096,0.359740536,0.561816368,0.083511777,0.357601713,0.55888651,0.274089936,DT,technology
eGain Corporation,204279008,2023,3,0.118238023,0.287286861,0.594475115,0.121387283,0.289017341,0.589595376,0.167630058,EGAN,technology
"8x8, Inc.",378183000,2023,3,0.082164769,0.395448598,0.522386633,0.087962963,0.391203704,0.520833333,0.303240741,EGHT,technology
Elastic N.V.,5894097026,2023,3,0.06049355,0.371833837,0.567672613,0.0625,0.365740741,0.571759259,0.303240741,ESTC,technology
E2open Parent Holdings Inc,1349253386,2023,3,0.107985074,0.252275765,0.639739161,0.111638955,0.251781473,0.636579572,0.140142518,ETWO,technology
Fair Isaac Corporation,21129166740,2023,3,0.055131956,0.315184111,0.629683933,0.063333333,0.31,0.626666667,0.246666667,FICO,technology
GitLab Inc.,6755288000,2023,3,0.058083245,0.304060663,0.637856093,0.061381074,0.301790281,0.636828645,0.240409207,GTLB,technology
Guidewire Software Inc,6488714864,2023,3,0.084371705,0.330675117,0.584953178,0.088937093,0.32537961,0.585683297,0.236442516,GWRE,technology
"Intapp, Inc.",2336104796,2023,3,0.015800731,0.41081126,0.573388009,0.017492711,0.408163265,0.574344023,0.390670554,INTA,technology
Intuit Inc,1.36742E+11,2023,3,0.114681186,0.378932334,0.50638648,0.115124153,0.374717833,0.510158014,0.259593679,INTU,technology
Karooooo Ltd.,705685080,2023,3,0.0107017,0.69839334,0.29090496,0.010638298,0.70212766,0.287234043,0.691489362,KARO,technology
Lightspeed Commerce Inc.,2368922400,2023,3,0.07446036,0.314100642,0.611438998,0.077922078,0.311688312,0.61038961,0.233766234,LSPD,technology
Mix Telemats Ltd,146725475,2023,3,0.036737321,0.502657978,0.460604701,0.040540541,0.493243243,0.466216216,0.452702703,MIXT,technology
Model N Inc,1057469250,2023,3,0.044175798,0.306491993,0.649332209,0.046391753,0.304123711,0.649484536,0.257731959,MODN,technology
"nCino, Inc.",3248630760,2023,3,0.098781748,0.302667116,0.598551136,0.105263158,0.299771167,0.594965675,0.194508009,NCNO,technology
NetSol Technologies Inc,26439660,2023,3,0.034845077,0.359412168,0.605742756,0.042780749,0.35828877,0.598930481,0.315508021,NTWK,technology
Open Text Corporation,10112437800,2023,3,0.023468126,0.342174825,0.634357049,0.024489796,0.346938776,0.628571429,0.32244898,OTEX,technology
Paylocity Holding Corporation,10828571145,2023,3,0.036920196,0.314769486,0.648310318,0.03988604,0.319088319,0.641025641,0.279202279,PCTY,technology
"Park City Group, Inc.",164285305,2023,3,0.080092543,0.335058184,0.584849273,0.083892617,0.332214765,0.583892617,0.248322148,PCYG,technology
"PagerDuty, Inc.",2200018363,2023,3,0.050600092,0.50560085,0.443799057,0.054487179,0.496794872,0.448717949,0.442307692,PD,technology
ePlus inc,1662504426,2023,3,0.130538428,0.373667616,0.495793956,0.130841121,0.373831776,0.495327103,0.242990654,PLUS,technology
"Presto Automation, Inc.",183264250,2023,3,0.043150216,0.281740456,0.675109328,0.04379562,0.291970803,0.664233577,0.248175182,PRST,technology
PTC Inc,16684222410,2023,3,0.07199415,0.348329006,0.579676843,0.074074074,0.344444444,0.581481481,0.27037037,PTC,technology
"Paycor HCM, Inc.",4016171432,2023,3,0.036353241,0.319317107,0.644329653,0.037527594,0.322295806,0.6401766,0.284768212,PYCR,technology
Research Solutions Inc,63426720,2023,3,0.067356665,0.327647407,0.604995928,0.072289157,0.325301205,0.602409639,0.253012048,RSSS,technology
"SeaChange International, Inc.",12869764,2023,3,0.047115252,0.440008901,0.512875848,0.05,0.43125,0.51875,0.38125,SEAC,technology
Smartsheet Inc.,5316262320,2023,3,0.054442307,0.367330615,0.578227078,0.060096154,0.360576923,0.579326923,0.300480769,SMAR,technology
Snowflake Inc.,49497692000,2023,3,0.086817049,0.282412053,0.630770899,0.087912088,0.278388278,0.633699634,0.19047619,SNOW,technology
Atlassian Corp Plc,47327839787,2023,3,0.066405012,0.23662604,0.696968948,0.067164179,0.233830846,0.699004975,0.166666667,TEAM,technology
"Aspen Technology, Inc.",12538464552,2023,3,0.132750601,0.278268061,0.588981338,0.134770889,0.274932615,0.590296496,0.140161725,AZPN,technology
"BILL Holdings, Inc.",11439686580,2023,3,0.058829008,0.368813231,0.572357761,0.060796646,0.36687631,0.572327044,0.306079665,BILL,technology
Braze Inc,4044981357,2023,3,0.08747021,0.327223499,0.585306291,0.088992974,0.325526932,0.585480094,0.236533958,BRZE,technology
Workday Inc,59307030682,2023,3,0.089422854,0.331716998,0.578860148,0.093548387,0.329032258,0.577419355,0.235483871,WDAY,technology
Zoom Video Communications Inc,20015851477,2023,3,0.048071585,0.29131448,0.660613935,0.049773756,0.291855204,0.658371041,0.242081448,ZM,technology
"Alico, Inc.",181231678,2023,3,0.135180022,0.143828279,0.720991698,0.138157895,0.151315789,0.710526316,0.013157895,ALCO,consumer-staples
BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,470315608,2023,3,0.113086151,0.140182768,0.746731081,0.114914425,0.146699267,0.738386308,0.031784841,LND,consumer-staples
S&W Seed Company,43393640,2023,3,0.131167417,0.265200082,0.603632501,0.134796238,0.263322884,0.601880878,0.128526646,SANW,consumer-staples
Tyson Foods Inc,19491038965,2023,3,0.111260233,0.329752666,0.558987101,0.112765957,0.331914894,0.555319149,0.219148936,TSN,consumer-staples
"Fluence Energy, Inc.",3968439053,2023,3,0.047049966,0.282170246,0.670779789,0.053169734,0.280163599,0.666666667,0.226993865,FLNC,utilities
ReNew Energy Global Plc,2251160076,2023,3,0.070530295,0.215151198,0.714318507,0.080729167,0.216145833,0.703125,0.135416667,RNW,utilities
Adient plc,3604346550,2023,3,0.052378415,0.281954761,0.665666824,0.058047493,0.279683377,0.662269129,0.221635884,ADNT,consumer-discretionary
"Monro, Inc.",1065404726,2023,3,0.075149032,0.364167069,0.560683898,0.076,0.364,0.56,0.288,MNRO,consumer-discretionary
Modine Manufacturing Company,2238619956,2023,3,0.0752526,0.393314294,0.531433105,0.074829932,0.387755102,0.537414966,0.31292517,MOD,consumer-discretionary
"Motorcar Parts of America, Inc.",160830450,2023,3,0.128032325,0.276742581,0.595225094,0.128027682,0.280276817,0.591695502,0.152249135,MPAA,consumer-discretionary
"Automatic Data Processing, Inc.",1.03739E+11,2023,3,0.060610947,0.341484927,0.597904126,0.065637066,0.33976834,0.594594595,0.274131274,ADP,industrials
GEE Group Inc,66574755,2023,3,0.059586762,0.270400817,0.670012421,0.063569682,0.271393643,0.665036675,0.207823961,JOB,industrials
Korn Ferry,2693061410,2023,3,0.131810588,0.274744295,0.593445117,0.143564356,0.267326733,0.589108911,0.123762376,KFY,industrials
Paychex Inc,43471029291,2023,3,0.09171506,0.284491991,0.623792949,0.096825397,0.282539683,0.620634921,0.185714286,PAYX,industrials
Brady Corporation,2429992558,2023,3,0.075130947,0.361908738,0.562960315,0.075657895,0.355263158,0.569078947,0.279605263,BRC,industrials
Cimpress plc,1679914714,2023,3,0.059693574,0.283981063,0.656325363,0.067164179,0.286069652,0.646766169,0.218905473,CMPR,communication-services
QuinStreet Inc,531435814,2023,3,0.098179098,0.258456199,0.643364704,0.103321033,0.254612546,0.642066421,0.151291513,QNST,communication-services
"Akoustis Technologies, Inc.",136832782,2023,3,0.042291728,0.296279231,0.661429041,0.043307087,0.299212598,0.657480315,0.255905512,AKTS,technology
Clearfield Inc,572017500,2023,3,0.153299602,0.287261255,0.559439143,0.153846154,0.288461538,0.557692308,0.134615385,CLFD,technology
Comtech Telecommunications Corp,258764448,2023,3,0.042372758,0.315271212,0.64235603,0.049065421,0.313084112,0.637850467,0.264018692,CMTL,technology
Credo Technology Group Holding Ltd,2213823269,2023,3,0.073443475,0.2461755,0.680381025,0.077160494,0.24382716,0.679012346,0.166666667,CRDO,technology
Cisco Systems Inc,2.25921E+11,2023,3,0.072401886,0.353911996,0.573686118,0.07751938,0.348837209,0.573643411,0.271317829,CSCO,technology
Digi International Inc.,1100148235,2023,3,0.043741669,0.295539218,0.660719113,0.043902439,0.292682927,0.663414634,0.248780488,DGII,technology
"Extreme Networks, Inc.",3606756120,2023,3,0.046419941,0.438218889,0.51536117,0.050955414,0.433121019,0.515923567,0.382165605,EXTR,technology
Frequency Electronics Inc,60329688,2023,3,0.100042929,0.235202103,0.664754969,0.103448276,0.232758621,0.663793103,0.129310345,FEIM,technology
Iteris Inc,179642868,2023,3,0.108157691,0.277900999,0.61394131,0.111111111,0.276422764,0.612466125,0.165311653,ITI,technology
Lumentum Holdings Inc,3342942000,2023,3,0.1953446,0.175911113,0.628744287,0.201298701,0.175324675,0.623376623,-0.025974026,LITE,technology
Lantronix Inc,145745610,2023,3,0.080557718,0.283053281,0.636389,0.083333333,0.285714286,0.630952381,0.202380952,LTRX,technology
Moving iMage Technologies Inc,9713015,2023,3,0.067531632,0.318185776,0.614282592,0.067073171,0.323170732,0.609756098,0.256097561,MITQ,technology
Viavi Solutions Inc,2253408289,2023,3,0.23878251,0.149479685,0.611737806,0.2375,0.15,0.6125,-0.0875,VIAV,technology
Aviat Networks Inc,319538751,2023,3,0.070569863,0.251625424,0.677804713,0.070680628,0.251308901,0.678010471,0.180628272,AVNW,technology
CalAmp Corp.,26263387,2023,3,0.065796811,0.360636825,0.573566364,0.0657277,0.370892019,0.563380282,0.305164319,CAMP,technology
"Viasat, Inc.",3401184840,2023,3,0.061495805,0.213198858,0.725305336,0.064724919,0.216828479,0.718446602,0.15210356,VSAT,technology
"Star Group, L.P.",424739018,2023,3,0.189117086,0.287305846,0.523577068,0.186440678,0.305084746,0.508474576,0.118644068,SGU,energy
Valvoline Inc.,4669693919,2023,3,0.037990981,0.361831146,0.600177872,0.041958042,0.356643357,0.601398601,0.314685315,VVV,energy
Atkore International Group Inc,5502854787,2023,3,0.080063858,0.370306219,0.549629923,0.087136929,0.365145228,0.547717842,0.278008299,ATKR,industrials
Energizer Holdings Inc,2429493169,2023,3,0.195643996,0.266004845,0.538351159,0.193548387,0.266129032,0.540322581,0.072580645,ENR,industrials
Enersys,4095120812,2023,3,0.132027643,0.289039219,0.578933138,0.136054422,0.283446712,0.580498866,0.14739229,ENS,industrials
Flux Power Holdings Inc,74075548,2023,3,0.091163243,0.310501143,0.598335614,0.096069869,0.305676856,0.598253275,0.209606987,FLUX,industrials
Kimball Electronics,694258344,2023,3,0.06843739,0.331745828,0.599816782,0.070539419,0.336099585,0.593360996,0.265560166,KE,industrials
Orion Energy Systems Inc,47474238,2023,3,0.073142706,0.217815185,0.709042109,0.073891626,0.221674877,0.704433498,0.147783251,OESX,industrials
Ocean Power Technologies Inc,27409711,2023,3,0.005440367,0.322926898,0.671632734,0.008130081,0.325203252,0.666666667,0.317073171,OPTT,industrials
Powell Industries Inc,912443651,2023,3,0.071647254,0.380717473,0.547635273,0.075697211,0.378486056,0.545816733,0.302788845,POWL,industrials
Acuity Brands Inc,4993279392,2023,3,0.081053223,0.294572342,0.624374436,0.088414634,0.292682927,0.618902439,0.204268293,AYI,industrials
TRX Gold Corporation,110647488,2023,3,0.012473591,0.241043755,0.746482654,0.014742015,0.248157248,0.737100737,0.233415233,TRX,materials
Genesco Inc,378906112,2023,3,0.179205177,0.449085582,0.371709241,0.187265918,0.438202247,0.374531835,0.25093633,GCO,consumer-discretionary
"Guess', Inc.",1014459825,2023,3,0.162140523,0.383193045,0.454666432,0.161512027,0.381443299,0.457044674,0.219931271,GES,consumer-discretionary
"Hibbett, Inc.",541598785,2023,3,0.120527592,0.366430897,0.513041511,0.122605364,0.360153257,0.517241379,0.237547893,HIBB,consumer-discretionary
"Stitch Fix, Inc.",428901571,2023,3,0.079842419,0.340363019,0.579794562,0.081325301,0.340361446,0.578313253,0.259036145,SFIX,consumer-discretionary
The TJX Companies Inc,1.02995E+11,2023,3,0.085525502,0.375906934,0.538567564,0.087557604,0.368663594,0.543778802,0.281105991,TJX,consumer-discretionary
"Urban Outfitters, Inc.",3302822614,2023,3,0.154565598,0.336491787,0.508942615,0.158774373,0.334261838,0.506963788,0.175487465,URBN,consumer-discretionary
"Boot Barn Holdings, Inc.",2770606315,2023,3,0.11731302,0.33912637,0.54356061,0.119205298,0.335540839,0.545253863,0.216335541,BOOT,consumer-discretionary
"ScanSource, Inc.",707154320,2023,3,0.087963345,0.367753425,0.544283231,0.086206897,0.362068966,0.551724138,0.275862069,SCSC,technology
Avnet Inc,4469430660,2023,3,0.145441709,0.306780324,0.547777966,0.149152542,0.305084746,0.545762712,0.155932203,AVT,technology
The Allstate Corporation,27675687080,2023,3,0.031483367,0.450288607,0.518228025,0.031007752,0.449612403,0.519379845,0.418604651,ALL,financials
Walt Disney Company,1.56929E+11,2023,3,0.099815165,0.392413836,0.507770999,0.101010101,0.390572391,0.508417508,0.28956229,DIS,communication-services
Fox Corporation,16168382144,2023,3,0.07158353,0.386190233,0.542226237,0.081081081,0.378378378,0.540540541,0.297297297,FOX,communication-services
Fox Corporation,16168382144,2023,3,0.07158353,0.386190233,0.542226237,0.081081081,0.378378378,0.540540541,0.297297297,FOX,communication-services
Fox Corporation,16286825097,2023,3,0.07158353,0.386190233,0.542226237,0.081081081,0.378378378,0.540540541,0.297297297,FOXA,communication-services
Fox Corporation,16286825097,2023,3,0.07158353,0.386190233,0.542226237,0.081081081,0.378378378,0.540540541,0.297297297,FOXA,communication-services
Lions Gate Entertainment Corp.,1616183804,2023,3,0.035043583,0.348120773,0.616835643,0.035598706,0.349514563,0.614886731,0.313915858,LGF.A,communication-services
Madison Square Garden Entertainment Corp,1581075649,2023,3,0.014234362,0.346003136,0.639762502,0.016574586,0.342541436,0.640883978,0.325966851,MSGE,communication-services
News Corp B,11917309406,2023,3,0.196242509,0.381659953,0.422097539,0.202702703,0.378378378,0.418918919,0.175675676,NWS,communication-services
News Corporation,11826423212,2023,3,0.196242509,0.381659953,0.422097539,0.202702703,0.378378378,0.418918919,0.175675676,NWSA,communication-services
Reservoir Media Inc,345924216,2023,3,0.025127029,0.328027444,0.646845527,0.028708134,0.325358852,0.645933014,0.296650718,RSVR,communication-services
Bowlero Corp.,1816503099,2023,3,0.099050179,0.264727882,0.636221939,0.102725367,0.264150943,0.63312369,0.161425577,BOWL,communication-services
Warner Music Group Corp.,16784667498,2023,3,0.026498783,0.346554273,0.626946943,0.028423773,0.341085271,0.630490956,0.312661499,WMG,communication-services
Columbus McKinnon Corporation,1070625474,2023,3,0.119396915,0.337085562,0.543517523,0.124378109,0.330845771,0.544776119,0.206467662,CMCO,industrials
Deere & Company,1.14577E+11,2023,3,0.103953316,0.348127701,0.547918983,0.107142857,0.346638655,0.546218487,0.239495798,DE,industrials
Lindsay Corporation,1326682539,2023,3,0.124953648,0.284624441,0.590421911,0.12992126,0.283464567,0.586614173,0.153543307,LNN,industrials
EZCORP Inc,473823874,2023,3,0.096627274,0.493028596,0.41034413,0.094240838,0.492146597,0.413612565,0.397905759,EZPW,financials
ORIX Corporation,20872504074,2023,3,0.118429323,0.222386307,0.65918437,0.122562674,0.222841226,0.6545961,0.100278552,IX,financials
Oaktree Specialty Lending Corp,1511534878,2023,3,0.079578674,0.284890911,0.635530415,0.083623693,0.282229965,0.634146341,0.198606272,OCSL,financials
Visa Inc. Class A,5.01525E+11,2023,3,0.053872959,0.344408945,0.601718097,0.05697446,0.345776031,0.597249509,0.288801572,V,financials
World Acceptance Corporation,824931695,2023,3,0.167102867,0.247392414,0.58550472,0.170731707,0.243902439,0.585365854,0.073170732,WRLD,financials
"Culp, Inc.",68509200,2023,3,0.163168768,0.317327412,0.519503821,0.166112957,0.312292359,0.521594684,0.146179402,CULP,consumer-discretionary
"Unifi, Inc.",131990822,2023,3,0.135696228,0.343526363,0.520777408,0.141304348,0.342391304,0.516304348,0.201086957,UFI,consumer-discretionary
"Applied Industrial Technologies, Inc.",5665917978,2023,3,0.099801511,0.433661711,0.466536778,0.101626016,0.426829268,0.471544715,0.325203252,AIT,industrials
Ferguson Plc,31587082314,2023,3,0.138027627,0.32506041,0.536911962,0.139423077,0.322115385,0.538461538,0.182692308,FERG,industrials
MSC Industrial Direct Company Inc,5615616661,2023,3,0.12725141,0.318798227,0.553950363,0.138424821,0.3150358,0.546539379,0.176610979,MSM,industrials
Titan Machinery Inc.,648735264,2023,3,0.066765748,0.41993765,0.513296602,0.070063694,0.414012739,0.515923567,0.343949045,TITN,industrials
Transcat Inc,754971067,2023,3,0.014806191,0.361739504,0.623454304,0.016025641,0.362179487,0.621794872,0.346153846,TRNS,industrials
Selectquote Inc,223320369,2023,3,0.031752518,0.543709117,0.424538364,0.034482759,0.531034483,0.434482759,0.496551724,SLQT,financials
iPower Inc.,23050699,2023,3,0.068718854,0.27903172,0.652249426,0.067961165,0.281553398,0.650485437,0.213592233,IPW,consumer-discretionary
Liquidity Services Inc,567568900,2023,3,0.027492362,0.388099319,0.584408319,0.029268293,0.390243902,0.580487805,0.36097561,LQDT,consumer-discretionary
Alibaba Group Holding Limited,2.26961E+11,2023,3,0.072607201,0.413623479,0.51376932,0.075418994,0.410614525,0.51396648,0.335195531,BABA,consumer-discretionary
AngioDynamics Inc,334294128,2023,3,0.122293507,0.336462701,0.541243793,0.123839009,0.334365325,0.541795666,0.210526316,ANGO,healthcare
Haemonetics Corporation,4323633280,2023,3,0.111680733,0.410192204,0.478127063,0.113702624,0.411078717,0.475218659,0.297376093,HAE,healthcare
Hologic Inc,18548257420,2023,3,0.078296093,0.355130928,0.566572979,0.08436214,0.351851852,0.563786008,0.267489712,HOLX,healthcare
ResMed Inc.,24374384917,2023,3,0.040662895,0.309308204,0.650028901,0.043071161,0.303370787,0.653558052,0.260299625,RMD,healthcare
"Becton, Dickinson and Company",78280216505,2023,3,0.052107293,0.397976311,0.549916396,0.054820416,0.395085066,0.550094518,0.34026465,BDX,healthcare
Air Products and Chemicals Inc,63351703112,2023,3,0.059650777,0.298904262,0.641444961,0.060546875,0.30078125,0.638671875,0.240234375,APD,materials
Ashland Global Holdings Inc,4480429646,2023,3,0.162226581,0.195417743,0.642355676,0.16765286,0.197238659,0.635108481,0.029585799,ASH,materials
Cabot Corporation,3883091940,2023,3,0.172160494,0.242779062,0.585060444,0.171581769,0.241286863,0.587131367,0.069705094,CBT,materials
"Loop Industries, Inc.",133059360,2023,3,0.020170725,0.162691231,0.817138044,0.026315789,0.163157895,0.810526316,0.136842105,LOOP,materials
Northern Technologies,114031926,2023,3,0.065733514,0.295698434,0.638568053,0.073298429,0.287958115,0.638743455,0.214659686,NTIC,materials
Oil-Dri Corporation Of America,482877838,2023,3,0.036378108,0.303357603,0.66026429,0.038461538,0.299145299,0.662393162,0.260683761,ODC,materials
RPM International Inc,13040737920,2023,3,0.180271224,0.3029854,0.516743375,0.183467742,0.300403226,0.516129032,0.116935484,RPM,materials
WD-40 Company,2940143784,2023,3,0.131663407,0.358498347,0.509838246,0.132890365,0.352159468,0.514950166,0.219269103,WDFC,materials
AstroNova Inc,106221750,2023,3,0.009871891,0.53843058,0.451697529,0.009615385,0.538461538,0.451923077,0.528846154,ALOT,technology
Dell Technologies Inc,40761972784,2023,3,0.172789218,0.277908912,0.54930187,0.177725118,0.274881517,0.547393365,0.097156398,DELL,technology
Key Tronic Corporation,51011406,2023,3,0.063543076,0.253695151,0.682761773,0.069444444,0.25,0.680555556,0.180555556,KTCC,technology
Logitech International SA,10611635300,2023,3,0.1591378,0.262274629,0.578587571,0.160469667,0.26223092,0.577299413,0.101761252,LOGI,technology
"NetApp, Inc.",16242474872,2023,3,0.146028183,0.302210458,0.551761359,0.147368421,0.298947368,0.553684211,0.151578947,NTAP,technology
Pure Storage Inc,11477131261,2023,3,0.06520152,0.382784921,0.55201356,0.069767442,0.375968992,0.554263566,0.30620155,PSTG,technology
Quantum Corporation,58280345,2023,3,0.10114184,0.32670286,0.572155299,0.103571429,0.328571429,0.567857143,0.225,QMCO,technology
"Red Cat Holdings, Inc.",54453400,2023,3,0.023914508,0.230383682,0.74570181,0.023809524,0.238095238,0.738095238,0.214285714,RCAT,technology
"Super Micro Computer, Inc.",13260694640,2023,3,0.145875649,0.344959552,0.509164799,0.148288973,0.342205323,0.509505703,0.19391635,SMCI,technology
Seagate Technology Holdings plc,13563871000,2023,3,0.162533237,0.221486916,0.615979847,0.167058824,0.216470588,0.616470588,0.049411765,STX,technology
Western Digital Corporation,12925454477,2023,3,0.116831817,0.229347519,0.653820665,0.123115578,0.231155779,0.645728643,0.108040201,WDC,technology
Carpenter Technology Corporation,2795520516,2023,3,0.019853486,0.408769218,0.571377296,0.022222222,0.411111111,0.566666667,0.388888889,CRS,industrials
Haynes International Inc,619372880,2023,3,0.166207558,0.32182793,0.511964511,0.17037037,0.318518519,0.511111111,0.148148148,HAYN,industrials
"Insteel Industries, Inc.",597941102,2023,3,0.230006159,0.27590468,0.494089161,0.22754491,0.275449102,0.497005988,0.047904192,IIIN,industrials
AZZ Inc.,1176370796,2023,3,0.118472161,0.25976873,0.621759109,0.122302158,0.255395683,0.622302158,0.133093525,AZZ,industrials
Worthington Industries Inc,3496149150,2023,3,0.106998974,0.362842158,0.530158868,0.108870968,0.362903226,0.528225806,0.254032258,WOR,industrials
Dorian LPG Ltd,1008356019,2023,3,0.081815656,0.204701476,0.713482868,0.080996885,0.211838006,0.707165109,0.130841121,LPG,energy
NGL Energy Partners LP,503961140,2023,3,0.067727087,0.303275352,0.628997561,0.070093458,0.303738318,0.626168224,0.23364486,NGL,energy
Amcor PLC,13905108000,2023,3,0.201031538,0.287148824,0.511819639,0.201030928,0.286082474,0.512886598,0.085051546,AMCR,consumer-discretionary
"Berry Global Group, Inc.",7463112000,2023,3,0.078953907,0.462740979,0.458305114,0.08496732,0.454248366,0.460784314,0.369281046,BERY,consumer-discretionary
WestRock Co,8073217600,2023,3,0.089778266,0.350922321,0.559299413,0.091358025,0.35308642,0.555555556,0.261728395,WRK,consumer-discretionary
Capstone Green Energy Corporation,10643559,2023,3,0.095737926,0.24051484,0.663747234,0.094890511,0.240875912,0.664233577,0.145985401,CGRN,industrials
CSW Industrials Inc,2822168640,2023,3,0.114323738,0.398145128,0.487531134,0.12173913,0.391304348,0.486956522,0.269565217,CSWI,industrials
Donaldson Company Inc,7364239080,2023,3,0.149976405,0.374020076,0.476003519,0.145922747,0.377682403,0.47639485,0.231759657,DCI,industrials
Emerson Electric Company,54326793042,2023,3,0.045876547,0.45949619,0.494627263,0.051282051,0.452214452,0.496503497,0.400932401,EMR,industrials
Enerpac Tool Group Corp,1431766424,2023,3,0.098522276,0.529610619,0.371867105,0.100628931,0.522012579,0.377358491,0.421383648,EPAC,industrials
Graham Corporation,173472000,2023,3,0.043739015,0.270446981,0.685814004,0.047770701,0.270700637,0.681528662,0.222929936,GHM,industrials
